zone_id,name,geometry
13009,N10 - 3234,"POLYGON ((-111.932007 33.419003, -111.931007 33.419003, -111.931007 33.418003, -111.932007 33.418003, -111.932007 33.419003))"
13010,N11 - 7296,"POLYGON ((-111.932007 33.418003, -111.931007 33.418003, -111.931007 33.417000, -111.932007 33.417000, -111.932007 33.418003))"
13013,N14 - 11386,"POLYGON ((-111.932007 33.415001, -111.931007 33.415001, -111.931007 33.414001, -111.932007 33.414001, -111.932007 33.415001))"
13014,N15 - 8375,"POLYGON ((-111.932007 33.414001, -111.931007 33.414001, -111.931007 33.413002, -111.932007 33.413002, -111.932007 33.414001))"
13015,N16 - 844,"POLYGON ((-111.932007 33.413002, -111.931007 33.413002, -111.931007 33.412003, -111.932007 33.412003, -111.932007 33.413002))"
13016,N17 - 835,"POLYGON ((-111.932007 33.412003, -111.931007 33.412003, -111.931007 33.411003, -111.932007 33.411003, -111.932007 33.412003))"
13018,N19 - 16493,"POLYGON ((-111.932007 33.410000, -111.931007 33.410000, -111.931007 33.409000, -111.932007 33.409000, -111.932007 33.410000))"
14003,O4 - 42,"POLYGON ((-111.931007 33.425003, -111.930008 33.425003, -111.930008 33.424000, -111.931007 33.424000, -111.931007 33.425003))"
14004,O5 - 0,"POLYGON ((-111.931007 33.424000, -111.930008 33.424000, -111.930008 33.423000, -111.931007 33.423000, -111.931007 33.424000))"
14005,O6 - 5828,"POLYGON ((-111.931007 33.423000, -111.930008 33.423000, -111.930008 33.422001, -111.931007 33.422001, -111.931007 33.423000))"
14006,O7 - 5814,"POLYGON ((-111.931007 33.422001, -111.930008 33.422001, -111.930008 33.421001, -111.931007 33.421001, -111.931007 33.422001))"
14009,O10 - 3296,"POLYGON ((-111.931007 33.419003, -111.930008 33.419003, -111.930008 33.418003, -111.931007 33.418003, -111.931007 33.419003))"
14010,O11 - 15199,"POLYGON ((-111.931007 33.418003, -111.930008 33.418003, -111.930008 33.417000, -111.931007 33.417000, -111.931007 33.418003))"
14011,O12 - 8559,"POLYGON ((-111.931007 33.417000, -111.930008 33.417000, -111.930008 33.416000, -111.931007 33.416000, -111.931007 33.417000))"
14012,O13 - 8561,"POLYGON ((-111.931007 33.416000, -111.930008 33.416000, -111.930008 33.415001, -111.931007 33.415001, -111.931007 33.416000))"
14013,O14 - 3565,"POLYGON ((-111.931007 33.415001, -111.930008 33.415001, -111.930008 33.414001, -111.931007 33.414001, -111.931007 33.415001))"
14014,O15 - 3580,"POLYGON ((-111.931007 33.414001, -111.930008 33.414001, -111.930008 33.413002, -111.931007 33.413002, -111.931007 33.414001))"
14015,O16 - 850,"POLYGON ((-111.931007 33.413002, -111.930008 33.413002, -111.930008 33.412003, -111.931007 33.412003, -111.931007 33.413002))"
14016,O17 - 3614,"POLYGON ((-111.931007 33.412003, -111.930008 33.412003, -111.930008 33.411003, -111.931007 33.411003, -111.931007 33.412003))"
14017,O18 - 242,"POLYGON ((-111.931007 33.411003, -111.930008 33.411003, -111.930008 33.410000, -111.931007 33.410000, -111.931007 33.411003))"
14018,O19 - 1745,"POLYGON ((-111.931007 33.410000, -111.930008 33.410000, -111.930008 33.409000, -111.931007 33.409000, -111.931007 33.410000))"
15003,P4 - 27,"POLYGON ((-111.930008 33.425003, -111.929008 33.425003, -111.929008 33.424000, -111.930008 33.424000, -111.930008 33.425003))"
15004,P5 - 25,"POLYGON ((-111.930008 33.424000, -111.929008 33.424000, -111.929008 33.423000, -111.930008 33.423000, -111.930008 33.424000))"
15005,P6 - 12552,"POLYGON ((-111.930008 33.423000, -111.929008 33.423000, -111.929008 33.422001, -111.930008 33.422001, -111.930008 33.423000))"
15006,P7 - 12636,"POLYGON ((-111.930008 33.422001, -111.929008 33.422001, -111.929008 33.421001, -111.930008 33.421001, -111.930008 33.422001))"
15009,P10 - 3310,"POLYGON ((-111.930008 33.419003, -111.929008 33.419003, -111.929008 33.418003, -111.930008 33.418003, -111.930008 33.419003))"
15010,P11 - 16028,"POLYGON ((-111.930008 33.418003, -111.929008 33.418003, -111.929008 33.417000, -111.930008 33.417000, -111.930008 33.418003))"
15011,P12 - 3860,"POLYGON ((-111.930008 33.417000, -111.929008 33.417000, -111.929008 33.416000, -111.930008 33.416000, -111.930008 33.417000))"
15013,P14 - 7031,"POLYGON ((-111.930008 33.415001, -111.929008 33.415001, -111.929008 33.414001, -111.930008 33.414001, -111.930008 33.415001))"
15017,P18 - 243,"POLYGON ((-111.930008 33.411003, -111.929008 33.411003, -111.929008 33.410000, -111.930008 33.410000, -111.930008 33.411003))"
15018,P19 - 10351,"POLYGON ((-111.930008 33.410000, -111.929008 33.410000, -111.929008 33.409000, -111.930008 33.409000, -111.930008 33.410000))"
16003,Q4 - 10225,"POLYGON ((-111.929008 33.425003, -111.928009 33.425003, -111.928009 33.424000, -111.929008 33.424000, -111.929008 33.425003))"
16004,Q5 - 17247,"POLYGON ((-111.929008 33.424000, -111.928009 33.424000, -111.928009 33.423000, -111.929008 33.423000, -111.929008 33.424000))"
16005,Q6 - 12746,"POLYGON ((-111.929008 33.423000, -111.928009 33.423000, -111.928009 33.422001, -111.929008 33.422001, -111.929008 33.423000))"
16006,Q7 - 12676,"POLYGON ((-111.929008 33.422001, -111.928009 33.422001, -111.928009 33.421001, -111.929008 33.421001, -111.929008 33.422001))"
16007,Q8 - 2792,"POLYGON ((-111.929008 33.421001, -111.928009 33.421001, -111.928009 33.420002, -111.929008 33.420002, -111.929008 33.421001))"
16008,Q9 - 16123,"POLYGON ((-111.929008 33.420002, -111.928009 33.420002, -111.928009 33.419003, -111.929008 33.419003, -111.929008 33.420002))"
16009,Q10 - 3326,"POLYGON ((-111.929008 33.419003, -111.928009 33.419003, -111.928009 33.418003, -111.929008 33.418003, -111.929008 33.419003))"
16010,Q11 - 16031,"POLYGON ((-111.929008 33.418003, -111.928009 33.418003, -111.928009 33.417000, -111.929008 33.417000, -111.929008 33.418003))"
16011,Q12 - 3869,"POLYGON ((-111.929008 33.417000, -111.928009 33.417000, -111.928009 33.416000, -111.929008 33.416000, -111.929008 33.417000))"
16013,Q14 - 7033,"POLYGON ((-111.929008 33.415001, -111.928009 33.415001, -111.928009 33.414001, -111.929008 33.414001, -111.929008 33.415001))"
16014,Q15 - 8165,"POLYGON ((-111.929008 33.414001, -111.928009 33.414001, -111.928009 33.413002, -111.929008 33.413002, -111.929008 33.414001))"
16015,Q16 - 8183,"POLYGON ((-111.929008 33.413002, -111.928009 33.413002, -111.928009 33.412003, -111.929008 33.412003, -111.929008 33.413002))"
16017,Q18 - 258,"POLYGON ((-111.929008 33.411003, -111.928009 33.411003, -111.928009 33.410000, -111.929008 33.410000, -111.929008 33.411003))"
16018,Q19 - 964,"POLYGON ((-111.929008 33.410000, -111.928009 33.410000, -111.928009 33.409000, -111.929008 33.409000, -111.929008 33.410000))"
17003,R4 - 8060,"POLYGON ((-111.928009 33.425003, -111.927002 33.425003, -111.927002 33.424000, -111.928009 33.424000, -111.928009 33.425003))"
17004,R5 - 8917,"POLYGON ((-111.928009 33.424000, -111.927002 33.424000, -111.927002 33.423000, -111.928009 33.423000, -111.928009 33.424000))"
17005,R6 - 8895,"POLYGON ((-111.928009 33.423000, -111.927002 33.423000, -111.927002 33.422001, -111.928009 33.422001, -111.928009 33.423000))"
17006,R7 - 12708,"POLYGON ((-111.928009 33.422001, -111.927002 33.422001, -111.927002 33.421001, -111.928009 33.421001, -111.928009 33.422001))"
17007,R8 - 2808,"POLYGON ((-111.928009 33.421001, -111.927002 33.421001, -111.927002 33.420002, -111.928009 33.420002, -111.928009 33.421001))"
17009,R10 - 8102,"POLYGON ((-111.928009 33.419003, -111.927002 33.419003, -111.927002 33.418003, -111.928009 33.418003, -111.928009 33.419003))"
17011,R12 - 3882,"POLYGON ((-111.928009 33.417000, -111.927002 33.417000, -111.927002 33.416000, -111.928009 33.416000, -111.928009 33.417000))"
17013,R14 - 7055,"POLYGON ((-111.928009 33.415001, -111.927002 33.415001, -111.927002 33.414001, -111.928009 33.414001, -111.928009 33.415001))"
17017,R18 - 271,"POLYGON ((-111.928009 33.411003, -111.927002 33.411003, -111.927002 33.410000, -111.928009 33.410000, -111.928009 33.411003))"
17018,R19 - 2413,"POLYGON ((-111.928009 33.410000, -111.927002 33.410000, -111.927002 33.409000, -111.928009 33.409000, -111.928009 33.410000))"
18000,S1 - 5300,"POLYGON ((-111.927002 33.428001, -111.926003 33.428001, -111.926003 33.427002, -111.927002 33.427002, -111.927002 33.428001))"
18001,S2 - 5249,"POLYGON ((-111.927002 33.427002, -111.926003 33.427002, -111.926003 33.426003, -111.927002 33.426003, -111.927002 33.427002))"
18002,S3 - 5201,"POLYGON ((-111.927002 33.426003, -111.926003 33.426003, -111.926003 33.425003, -111.927002 33.425003, -111.927002 33.426003))"
18003,S4 - 5183,"POLYGON ((-111.927002 33.425003, -111.926003 33.425003, -111.926003 33.424000, -111.927002 33.424000, -111.927002 33.425003))"
18004,S5 - 5342,"POLYGON ((-111.927002 33.424000, -111.926003 33.424000, -111.926003 33.423000, -111.927002 33.423000, -111.927002 33.424000))"
18005,S6 - 5372,"POLYGON ((-111.927002 33.423000, -111.926003 33.423000, -111.926003 33.422001, -111.927002 33.422001, -111.927002 33.423000))"
18006,S7 - 12849,"POLYGON ((-111.927002 33.422001, -111.926003 33.422001, -111.926003 33.421001, -111.927002 33.421001, -111.927002 33.422001))"
18007,S8 - 3691,"POLYGON ((-111.927002 33.421001, -111.926003 33.421001, -111.926003 33.420002, -111.927002 33.420002, -111.927002 33.421001))"
18008,S9 - 3692,"POLYGON ((-111.927002 33.420002, -111.926003 33.420002, -111.926003 33.419003, -111.927002 33.419003, -111.927002 33.420002))"
18009,S10 - 8114,"POLYGON ((-111.927002 33.419003, -111.926003 33.419003, -111.926003 33.418003, -111.927002 33.418003, -111.927002 33.419003))"
18010,S11 - 13505,"POLYGON ((-111.927002 33.418003, -111.926003 33.418003, -111.926003 33.417000, -111.927002 33.417000, -111.927002 33.418003))"
18011,S12 - 3901,"POLYGON ((-111.927002 33.417000, -111.926003 33.417000, -111.926003 33.416000, -111.927002 33.416000, -111.927002 33.417000))"
18012,S13 - 13196,"POLYGON ((-111.927002 33.416000, -111.926003 33.416000, -111.926003 33.415001, -111.927002 33.415001, -111.927002 33.416000))"
18013,S14 - 3501,"POLYGON ((-111.927002 33.415001, -111.926003 33.415001, -111.926003 33.414001, -111.927002 33.414001, -111.927002 33.415001))"
18014,S15 - 14711,"POLYGON ((-111.927002 33.414001, -111.926003 33.414001, -111.926003 33.413002, -111.927002 33.413002, -111.927002 33.414001))"
18015,S16 - 2087,"POLYGON ((-111.927002 33.413002, -111.926003 33.413002, -111.926003 33.412003, -111.927002 33.412003, -111.927002 33.413002))"
18016,S17 - 14417,"POLYGON ((-111.927002 33.412003, -111.926003 33.412003, -111.926003 33.411003, -111.927002 33.411003, -111.927002 33.412003))"
18017,S18 - 284,"POLYGON ((-111.927002 33.411003, -111.926003 33.411003, -111.926003 33.410000, -111.927002 33.410000, -111.927002 33.411003))"
18018,S19 - 2427,"POLYGON ((-111.927002 33.410000, -111.926003 33.410000, -111.926003 33.409000, -111.927002 33.409000, -111.927002 33.410000))"
19004,T5 - 5368,"POLYGON ((-111.926003 33.424000, -111.925003 33.424000, -111.925003 33.423000, -111.926003 33.423000, -111.926003 33.424000))"
19005,T6 - 13082,"POLYGON ((-111.926003 33.423000, -111.925003 33.423000, -111.925003 33.422001, -111.926003 33.422001, -111.926003 33.423000))"
19006,T7 - 12886,"POLYGON ((-111.926003 33.422001, -111.925003 33.422001, -111.925003 33.421001, -111.926003 33.421001, -111.926003 33.422001))"
19007,T8 - 15945,"POLYGON ((-111.926003 33.421001, -111.925003 33.421001, -111.925003 33.420002, -111.926003 33.420002, -111.926003 33.421001))"
19008,T9 - 3698,"POLYGON ((-111.926003 33.420002, -111.925003 33.420002, -111.925003 33.419003, -111.926003 33.419003, -111.926003 33.420002))"
19011,T12 - 3994,"POLYGON ((-111.926003 33.417000, -111.925003 33.417000, -111.925003 33.416000, -111.926003 33.416000, -111.926003 33.417000))"
19013,T14 - 3513,"POLYGON ((-111.926003 33.415001, -111.925003 33.415001, -111.925003 33.414001, -111.926003 33.414001, -111.926003 33.415001))"
19015,T16 - 2093,"POLYGON ((-111.926003 33.413002, -111.925003 33.413002, -111.925003 33.412003, -111.926003 33.412003, -111.926003 33.413002))"
19017,T18 - 9037,"POLYGON ((-111.926003 33.411003, -111.925003 33.411003, -111.925003 33.410000, -111.926003 33.410000, -111.926003 33.411003))"
20005,U6 - 13052,"POLYGON ((-111.925003 33.423000, -111.924004 33.423000, -111.924004 33.422001, -111.925003 33.422001, -111.925003 33.423000))"
20006,U7 - 12920,"POLYGON ((-111.925003 33.422001, -111.924004 33.422001, -111.924004 33.421001, -111.925003 33.421001, -111.925003 33.422001))"
20008,U9 - 15916,"POLYGON ((-111.925003 33.420002, -111.924004 33.420002, -111.924004 33.419003, -111.925003 33.419003, -111.925003 33.420002))"
20009,U10 - 3723,"POLYGON ((-111.925003 33.419003, -111.924004 33.419003, -111.924004 33.418003, -111.925003 33.418003, -111.925003 33.419003))"
20011,U12 - 4011,"POLYGON ((-111.925003 33.417000, -111.924004 33.417000, -111.924004 33.416000, -111.925003 33.416000, -111.925003 33.417000))"
20013,U14 - 3551,"POLYGON ((-111.925003 33.415001, -111.924004 33.415001, -111.924004 33.414001, -111.925003 33.414001, -111.925003 33.415001))"
20015,U16 - 2108,"POLYGON ((-111.925003 33.413002, -111.924004 33.413002, -111.924004 33.412003, -111.925003 33.412003, -111.925003 33.413002))"
20016,U17 - 342,"POLYGON ((-111.925003 33.412003, -111.924004 33.412003, -111.924004 33.411003, -111.925003 33.411003, -111.925003 33.412003))"
20017,U18 - 16883,"POLYGON ((-111.925003 33.411003, -111.924004 33.411003, -111.924004 33.410000, -111.925003 33.410000, -111.925003 33.411003))"
21005,V6 - 13012,"POLYGON ((-111.924004 33.423000, -111.923004 33.423000, -111.923004 33.422001, -111.924004 33.422001, -111.924004 33.423000))"
21006,V7 - 12960,"POLYGON ((-111.924004 33.422001, -111.923004 33.422001, -111.923004 33.421001, -111.924004 33.421001, -111.924004 33.422001))"
21009,V10 - 3787,"POLYGON ((-111.924004 33.419003, -111.923004 33.419003, -111.923004 33.418003, -111.924004 33.418003, -111.924004 33.419003))"
21010,V11 - 3748,"POLYGON ((-111.924004 33.418003, -111.923004 33.418003, -111.923004 33.417000, -111.924004 33.417000, -111.924004 33.418003))"
21011,V12 - 4030,"POLYGON ((-111.924004 33.417000, -111.923004 33.417000, -111.923004 33.416000, -111.924004 33.416000, -111.924004 33.417000))"
21013,V14 - 8759,"POLYGON ((-111.924004 33.415001, -111.923004 33.415001, -111.923004 33.414001, -111.924004 33.414001, -111.924004 33.415001))"
21015,V16 - 2125,"POLYGON ((-111.924004 33.413002, -111.923004 33.413002, -111.923004 33.412003, -111.924004 33.412003, -111.924004 33.413002))"
21016,V17 - 346,"POLYGON ((-111.924004 33.412003, -111.923004 33.412003, -111.923004 33.411003, -111.924004 33.411003, -111.924004 33.412003))"
21017,V18 - 16900,"POLYGON ((-111.924004 33.411003, -111.923004 33.411003, -111.923004 33.410000, -111.924004 33.410000, -111.924004 33.411003))"
22004,W5 - 4301,"POLYGON ((-111.923004 33.424000, -111.922005 33.424000, -111.922005 33.423000, -111.923004 33.423000, -111.923004 33.424000))"
22005,W6 - 4280,"POLYGON ((-111.923004 33.423000, -111.922005 33.423000, -111.922005 33.422001, -111.923004 33.422001, -111.923004 33.423000))"
22009,W10 - 8618,"POLYGON ((-111.923004 33.419003, -111.922005 33.419003, -111.922005 33.418003, -111.923004 33.418003, -111.923004 33.419003))"
22010,W11 - 3767,"POLYGON ((-111.923004 33.418003, -111.922005 33.418003, -111.922005 33.417000, -111.923004 33.417000, -111.923004 33.418003))"
22011,W12 - 3771,"POLYGON ((-111.923004 33.417000, -111.922005 33.417000, -111.922005 33.416000, -111.923004 33.416000, -111.923004 33.417000))"
22013,W14 - 3491,"POLYGON ((-111.923004 33.415001, -111.922005 33.415001, -111.922005 33.414001, -111.923004 33.414001, -111.923004 33.415001))"
22015,W16 - 1447,"POLYGON ((-111.923004 33.413002, -111.922005 33.413002, -111.922005 33.412003, -111.923004 33.412003, -111.923004 33.413002))"
22016,W17 - 1460,"POLYGON ((-111.923004 33.412003, -111.922005 33.412003, -111.922005 33.411003, -111.923004 33.411003, -111.923004 33.412003))"
23009,X10 - 8628,"POLYGON ((-111.922005 33.419003, -111.921005 33.419003, -111.921005 33.418003, -111.922005 33.418003, -111.922005 33.419003))"
23011,X12 - 3818,"POLYGON ((-111.922005 33.417000, -111.921005 33.417000, -111.921005 33.416000, -111.922005 33.416000, -111.922005 33.417000))"
23012,X13 - 3808,"POLYGON ((-111.922005 33.416000, -111.921005 33.416000, -111.921005 33.415001, -111.922005 33.415001, -111.922005 33.416000))"
23013,X14 - 3459,"POLYGON ((-111.922005 33.415001, -111.921005 33.415001, -111.921005 33.414001, -111.922005 33.414001, -111.922005 33.415001))"
23014,X15 - 8277,"POLYGON ((-111.922005 33.414001, -111.921005 33.414001, -111.921005 33.413002, -111.922005 33.413002, -111.922005 33.414001))"
23015,X16 - 1481,"POLYGON ((-111.922005 33.413002, -111.921005 33.413002, -111.921005 33.412003, -111.922005 33.412003, -111.922005 33.413002))"
23016,X17 - 1475,"POLYGON ((-111.922005 33.412003, -111.921005 33.412003, -111.921005 33.411003, -111.922005 33.411003, -111.922005 33.412003))"
24009,Y10 - 6189,"POLYGON ((-111.921005 33.419003, -111.920006 33.419003, -111.920006 33.418003, -111.921005 33.418003, -111.921005 33.419003))"
24010,Y11 - 6203,"POLYGON ((-111.921005 33.418003, -111.920006 33.418003, -111.920006 33.417000, -111.921005 33.417000, -111.921005 33.418003))"
24011,Y12 - 4184,"POLYGON ((-111.921005 33.417000, -111.920006 33.417000, -111.920006 33.416000, -111.921005 33.416000, -111.921005 33.417000))"
24012,Y13 - 3795,"POLYGON ((-111.921005 33.416000, -111.920006 33.416000, -111.920006 33.415001, -111.921005 33.415001, -111.921005 33.416000))"
24013,Y14 - 3388,"POLYGON ((-111.921005 33.415001, -111.920006 33.415001, -111.920006 33.414001, -111.921005 33.414001, -111.921005 33.415001))"
24014,Y15 - 3370,"POLYGON ((-111.921005 33.414001, -111.920006 33.414001, -111.920006 33.413002, -111.921005 33.413002, -111.921005 33.414001))"
24015,Y16 - 918,"POLYGON ((-111.921005 33.413002, -111.920006 33.413002, -111.920006 33.412003, -111.921005 33.412003, -111.921005 33.413002))"
24016,Y17 - 942,"POLYGON ((-111.921005 33.412003, -111.920006 33.412003, -111.920006 33.411003, -111.921005 33.411003, -111.921005 33.412003))"
25015,Z16 - 1769,"POLYGON ((-111.920006 33.413002, -111.919006 33.413002, -111.919006 33.412003, -111.920006 33.412003, -111.920006 33.413002))"
25016,Z17 - 1782,"POLYGON ((-111.920006 33.412003, -111.919006 33.412003, -111.919006 33.411003, -111.920006 33.411003, -111.920006 33.412003))"
